batter,bowler,total_runs,dismissals,strike_rate
MR Marsh,DL Chahar,5,0,166.67
MR Marsh,HV Patel,4,1,133.33
MR Marsh,Harpreet Brar,3,0,100
MR Marsh,JR Hazlewood,10,0,200
MR Marsh,KV Sharma,4,0,133.33
MR Marsh,M Jansen,19,0,316.67
MR Marsh,M Markande,7,0,77.78
MR Marsh,MA Wood,0,1,0
MR Marsh,MK Lomror,2,0,100
MR Marsh,Mohammed Shami,4,1,100
MR Marsh,N Rana,0,1,0
MR Marsh,PWH de Silva,6,0,150
MR Marsh,RD Chahar,0,1,0
MR Marsh,T Natarajan,15,1,150
MR Marsh,TU Deshpande,0,0,0
MR Marsh,Umran Malik,13,0,433.33
MR Marsh,WD Parnell,0,1,0
MR Marsh,Washington Sundar,1,0,33.33
MS Dhoni,A Nortje,1,0,100
MS Dhoni,A Zampa,12,0,300
MS Dhoni,AS Joseph,1,0,100
MS Dhoni,Akash Madhwal,1,0,50
MS Dhoni,Arshad Khan,1,0,100
MS Dhoni,C Sakariya,2,0,100
MS Dhoni,GJ Maxwell,1,0,100
MS Dhoni,J Little,12,0,240
MS Dhoni,JO Holder,1,0,100
MS Dhoni,K Khejroliya,2,0,100
MS Dhoni,KK Ahmed,20,0,250
MS Dhoni,MA Wood,12,1,400
MS Dhoni,MM Sharma,1,2,33.33
MS Dhoni,MR Marsh,0,1,0
MS Dhoni,Mohammed Shami,1,0,100
MS Dhoni,R Ashwin,2,0,66.67
MS Dhoni,SM Curran,13,0,325
MS Dhoni,Sandeep Sharma,14,0,280
MS Dhoni,VG Arora,2,0,100
MS Dhoni,YS Chahal,3,0,75
MW Short,AS Joseph,10,0,166.67
MW Short,Akash Madhwal,3,0,150
MW Short,Arjun Tendulkar,2,0,50
MW Short,Arshad Khan,15,0,187.5
MW Short,Avesh Khan,12,0,200
MW Short,B Kumar,1,0,100
MW Short,C Green,4,1,200
MW Short,J Little,7,0,116.67
MW Short,JC Archer,2,0,66.67
MW Short,JP Behrendorff,5,0,125
MW Short,K Gowtham,7,1,140
MW Short,K Kartikeya,4,0,66.67
MW Short,M Jansen,0,1,0
MW Short,MA Wood,4,0,80
MW Short,Mohammed Shami,18,0,180
MW Short,Mohammed Siraj,1,0,100
MW Short,PP Chawla,3,1,42.86
MW Short,PWH de Silva,0,1,0
MW Short,Rashid Khan,1,1,50
MW Short,WD Parnell,7,0,140
MW Short,Yudhvir Singh,11,0,183.33
Mandeep Singh,AR Patel,3,1,60
Mandeep Singh,Arshdeep Singh,0,1,0
Mandeep Singh,DJ Willey,0,1,0
Mandeep Singh,I Sharma,2,0,66.67
Mandeep Singh,MR Marsh,7,0,233.33
Mandeep Singh,SM Curran,2,0,66.67
Mohammed Shami,B Kumar,0,1,0
Mohammed Shami,M Pathirana,1,1,50
Mohammed Shami,TU Deshpande,4,0,133.33
Mohammed Siraj,Naveen-ul-Haq,0,1,0
Mohammed Siraj,Sandeep Sharma,1,0,100
Mohit Rathee,B Kumar,1,0,50
Mohsin Khan,Akash Madhwal,0,1,0
Mohsin Khan,CJ Jordan,0,0,0
Mukesh Kumar,Arshdeep Singh,2,0,100
Mukesh Kumar,MA Wood,0,0,0
Mukesh Kumar,NT Ellis,4,0,80
Mukesh Kumar,Sandeep Sharma,1,0,100
Mustafizur Rahman,RP Meredith,1,0,100
N Jagadeesan,Akash Singh,1,0,100
N Jagadeesan,Arjun Tendulkar,0,0,0
N Jagadeesan,B Kumar,7,0,175
N Jagadeesan,C Green,0,1,0
N Jagadeesan,DJ Willey,14,0,140
N Jagadeesan,HH Pandya,12,0,200
N Jagadeesan,HV Patel,5,0,125
N Jagadeesan,J Little,6,1,75
N Jagadeesan,M Jansen,2,0,66.67
N Jagadeesan,M Markande,11,1,157.14
N Jagadeesan,Mohammed Shami,7,1,77.78
N Jagadeesan,Mohammed Siraj,1,0,25
N Jagadeesan,PWH de Silva,2,0,33.33
N Jagadeesan,Shahbaz Ahmed,1,0,100
N Jagadeesan,T Natarajan,11,0,275
N Jagadeesan,TU Deshpande,0,1,0
N Jagadeesan,Vijaykumar Vyshak,4,1,100
N Jagadeesan,Washington Sundar,5,0,166.67
N Pooran,AU Rashid,4,0,100
N Pooran,Abhishek Sharma,18,0,600
N Pooran,Akash Madhwal,7,1,100
N Pooran,Arshdeep Singh,19,1,190
N Pooran,B Kumar,9,0,300
N Pooran,C Sakariya,11,0,275
N Pooran,CV Varun,23,0,255.56
N Pooran,DJ Willey,7,0,350
N Pooran,Fazalhaq Farooqi,6,0,300
N Pooran,HV Patel,17,0,425
N Pooran,J Yadav,1,0,50
N Pooran,JO Holder,17,0,212.5
N Pooran,JP Behrendorff,1,0,50
N Pooran,K Rabada,14,1,200
N Pooran,KK Ahmed,18,1,225
N Pooran,KV Sharma,21,1,233.33
N Pooran,Kuldeep Yadav,3,0,60
N Pooran,LS Livingstone,12,0,400
N Pooran,M Pathirana,6,1,66.67
N Pooran,M Theekshana,5,0,83.33
N Pooran,MJ Santner,3,0,75
N Pooran,MM Ali,6,0,66.67
N Pooran,MM Sharma,0,0,0
N Pooran,Mohammed Shami,2,0,100
N Pooran,Mohammed Siraj,4,1,100
N Pooran,Mukesh Kumar,4,0,100
N Pooran,Noor Ahmad,0,2,0
N Pooran,PWH de Silva,7,0,233.33
N Pooran,R Ashwin,4,0,100
N Pooran,RA Jadeja,17,0,130.77
N Pooran,RS Hangargekar,14,0,280
N Pooran,Rashid Khan,1,0,50
N Pooran,SN Thakur,12,1,400
N Pooran,SP Narine,6,0,66.67
N Pooran,Sandeep Sharma,6,0,120
N Pooran,Suyash Sharma,11,0,220
N Pooran,T Natarajan,18,0,257.14
N Pooran,TU Deshpande,1,1,33.33
N Pooran,VG Arora,6,0,150
N Pooran,WD Parnell,15,0,375
N Pooran,YS Chahal,2,0,66.67
N Rana,A Nortje,4,0,133.33
N Rana,AK Markram,5,1,71.43
N Rana,AS Joseph,12,1,150
N Rana,Akash Singh,10,0,200
N Rana,B Kumar,1,0,100
N Rana,DJ Willey,7,0,100
N Rana,DL Chahar,7,0,233.33
N Rana,HR Shokeen,1,1,33.33
N Rana,HV Patel,15,0,300
N Rana,Harpreet Brar,2,0,66.67
N Rana,I Sharma,0,1,0
N Rana,J Little,4,1,133.33
N Rana,JE Root,8,0,114.29
N Rana,K Gowtham,2,0,50
N Rana,KH Pandya,6,0,200
N Rana,Kartik Tyagi,16,0,320
N Rana,LS Livingstone,17,0,242.86
N Rana,M Jansen,17,0,89.47
N Rana,M Markande,14,0,107.69
N Rana,M Pathirana,7,0,70
N Rana,M Theekshana,18,0,128.57
N Rana,MG Bracewell,0,1,0
N Rana,MM Ali,19,0,158.33
N Rana,Mohammed Shami,3,0,150
N Rana,Mohammed Siraj,2,0,100
N Rana,Mukesh Kumar,0,0,0
N Rana,NT Ellis,12,0,75
N Rana,PP Chawla,4,0,57.14
N Rana,PWH de Silva,2,1,66.67
N Rana,R Ashwin,9,0,150
N Rana,R Dhawan,11,0,366.67
N Rana,RA Jadeja,7,1,116.67
N Rana,RD Chahar,13,1,108.33
N Rana,Rashid Khan,20,0,200
N Rana,Ravi Bishnoi,0,1,0
N Rana,SM Curran,14,0,175
N Rana,Sikandar Raza,6,1,100
N Rana,T Natarajan,19,1,146.15
N Rana,TA Boult,5,0,166.67
N Rana,TU Deshpande,16,0,114.29
N Rana,Umran Malik,28,0,466.67
N Rana,Vijaykumar Vyshak,23,0,287.5
N Rana,Washington Sundar,13,0,185.71
N Rana,YS Chahal,0,1,0
N Rana,Yash Dayal,10,0,111.11
N Wadhera,Akash Deep,1,0,100
N Wadhera,Arshdeep Singh,0,1,0
N Wadhera,DL Chahar,6,0,85.71
N Wadhera,GJ Maxwell,3,0,150
N Wadhera,HV Patel,25,0,178.57
N Wadhera,J Little,12,0,240
N Wadhera,JR Hazlewood,1,0,33.33
N Wadhera,KH Pandya,1,0,25
N Wadhera,KV Sharma,13,1,162.5
N Wadhera,LH Ferguson,4,1,200
N Wadhera,M Pathirana,4,1,57.14
N Wadhera,M Theekshana,18,0,120
N Wadhera,MG Bracewell,4,0,200
N Wadhera,MM Ali,5,0,166.67
N Wadhera,MM Sharma,11,1,157.14
N Wadhera,Mohammed Shami,9,1,150
N Wadhera,Mohammed Siraj,0,0,0
N Wadhera,Mohsin Khan,0,1,0
N Wadhera,Naveen-ul-Haq,12,0,171.43
N Wadhera,Noor Ahmad,25,0,277.78
N Wadhera,PWH de Silva,16,0,160
N Wadhera,RA Jadeja,29,0,193.33
N Wadhera,Rashid Khan,2,1,50
N Wadhera,Ravi Bishnoi,7,0,87.5
N Wadhera,SN Thakur,2,0,100
N Wadhera,TU Deshpande,2,0,50
N Wadhera,Vijaykumar Vyshak,10,0,166.67
N Wadhera,Yash Thakur,19,1,158.33
NT Ellis,M Markande,0,1,0
NT Ellis,Mohammed Siraj,1,1,50
NT Ellis,Umran Malik,0,0,0
Naveen-ul-Haq,AD Russell,1,0,50
Naveen-ul-Haq,Akash Madhwal,1,1,20
Naveen-ul-Haq,HV Patel,5,0,166.67
Naveen-ul-Haq,JR Hazlewood,6,1,200
Naveen-ul-Haq,MK Lomror,1,0,50
Naveen-ul-Haq,Mohammed Siraj,0,0,0
Naveen-ul-Haq,PWH de Silva,1,0,100
Naveen-ul-Haq,SN Thakur,1,0,100
Noor Ahmad,B Kumar,0,1,0
Noor Ahmad,K Kartikeya,0,1,0
Noor Ahmad,M Pathirana,7,0,140
Noor Ahmad,PP Chawla,1,0,100
P Dubey,Arshdeep Singh,7,0,140
P Dubey,Harpreet Brar,2,0,100
P Dubey,NT Ellis,2,1,66.67
P Dubey,RD Chahar,4,0,66.67
P Dubey,Sikandar Raza,1,0,25
P Simran Singh,A Badoni,0,0,0
P Simran Singh,A Nortje,1,0,100
P Simran Singh,AR Patel,17,1,85
P Simran Singh,Akash Singh,3,0,100
P Simran Singh,Arjun Tendulkar,2,1,50
P Simran Singh,Arshad Khan,4,1,133.33
P Simran Singh,B Kumar,0,1,0
P Simran Singh,C Green,7,0,116.67
P Simran Singh,GJ Maxwell,2,0,66.67
P Simran Singh,HV Patel,2,0,50
P Simran Singh,Harshit Rana,0,1,0
P Simran Singh,I Sharma,28,0,233.33
P Simran Singh,JC Archer,1,0,50
P Simran Singh,JO Holder,7,1,100
P Simran Singh,JP Behrendorff,16,0,228.57
P Simran Singh,KK Ahmed,25,0,108.7
P Simran Singh,KM Asif,24,0,300
P Simran Singh,KR Mayers,4,0,66.67
P Simran Singh,Kuldeep Yadav,27,0,180
P Simran Singh,M Theekshana,15,0,214.29
P Simran Singh,MM Ali,9,0,225
P Simran Singh,MP Stoinis,1,0,33.33
P Simran Singh,MR Marsh,17,0,425
P Simran Singh,Mohammed Shami,0,1,0
P Simran Singh,Mohammed Siraj,4,0,100
P Simran Singh,Mukesh Kumar,0,1,0
P Simran Singh,Naveen-ul-Haq,4,1,133.33
P Simran Singh,P Dubey,10,0,166.67
P Simran Singh,PP Chawla,5,0,250
P Simran Singh,PWH de Silva,18,0,225
P Simran Singh,R Ashwin,12,0,200
P Simran Singh,RA Jadeja,6,1,150
P Simran Singh,TA Boult,16,1,133.33
P Simran Singh,TG Southee,14,1,233.33
P Simran Singh,TU Deshpande,9,0,150
P Simran Singh,UT Yadav,9,0,150
P Simran Singh,VG Arora,12,0,200
P Simran Singh,Vijaykumar Vyshak,9,1,128.57
P Simran Singh,WD Parnell,11,1,275
P Simran Singh,YS Chahal,3,0,100
P Simran Singh,Yudhvir Singh,4,1,100
PBB Rajapaksa,AS Joseph,5,1,83.33
PBB Rajapaksa,CV Varun,2,0,50
PBB Rajapaksa,Harshit Rana,0,1,0
PBB Rajapaksa,J Little,3,0,75
PBB Rajapaksa,JO Holder,1,0,100
PBB Rajapaksa,MM Sharma,8,0,100
PBB Rajapaksa,Mohammed Shami,1,0,100
PBB Rajapaksa,Rashid Khan,3,0,42.86
PBB Rajapaksa,SN Thakur,18,0,200
PBB Rajapaksa,SP Narine,23,0,209.09
PBB Rajapaksa,TG Southee,3,0,150
PBB Rajapaksa,UT Yadav,4,1,66.67
PBB Rajapaksa,VG Arora,0,0,0
PD Salt,AJ Hosein,21,0,210
PD Salt,AS Roy,0,1,0
PD Salt,Abhishek Sharma,1,0,50
PD Salt,Arshdeep Singh,1,0,100
PD Salt,B Kumar,13,1,162.5
PD Salt,DL Chahar,7,2,77.78
PD Salt,GJ Maxwell,5,0,125
PD Salt,HV Patel,7,0,350
PD Salt,Harpreet Brar,20,1,153.85
PD Salt,JR Hazlewood,12,0,171.43
PD Salt,KV Sharma,20,1,181.82
PD Salt,M Markande,9,1,128.57
PD Salt,MK Lomror,11,0,275
PD Salt,Mohammed Shami,0,1,0
PD Salt,Mohammed Siraj,18,0,300
PD Salt,N Rana,5,0,250
PD Salt,NT Ellis,21,0,210
PD Salt,PWH de Silva,14,0,127.27
PD Salt,R Dhawan,1,0,100
PD Salt,SM Curran,4,0,66.67
PD Salt,T Natarajan,6,0,100
PD Salt,TU Deshpande,13,0,162.5
PD Salt,Umran Malik,9,0,300
PK Garg,AJ Hosein,2,0,100
PK Garg,Abhishek Sharma,9,0,180
PK Garg,HH Pandya,1,0,50
PK Garg,J Little,5,0,125
PK Garg,M Markande,1,1,50
PK Garg,Mohammed Shami,4,1,57.14
PN Mankad,Abhishek Sharma,6,0,150
PN Mankad,Akash Madhwal,2,1,40
PN Mankad,B Kumar,3,0,60
PN Mankad,CV Varun,10,0,200
PN Mankad,Fazalhaq Farooqi,15,0,187.5
PN Mankad,GD Phillips,7,0,100
PN Mankad,Harshit Rana,13,0,144.44
PN Mankad,JP Behrendorff,1,1,50
PN Mankad,M Markande,16,0,200
PN Mankad,T Natarajan,17,0,130.77
PN Mankad,VG Arora,3,1,60
PP Chawla,D Pretorius,3,0,100
PP Chawla,J Little,1,0,100
PP Chawla,M Pathirana,2,0,100
PP Chawla,MM Sharma,16,2,177.78
PP Chawla,Mohammed Shami,1,0,33.33
PP Chawla,Rashid Khan,0,0,0
PP Chawla,SSB Magala,2,0,66.67
PP Shaw,Arshad Khan,5,0,250
PP Shaw,Arshdeep Singh,17,0,188.89
PP Shaw,Avesh Khan,1,0,100
PP Shaw,C Green,1,0,50
PP Shaw,CV Varun,4,1,133.33
PP Shaw,DL Chahar,5,0,125
PP Shaw,HR Shokeen,4,1,100
PP Shaw,J Little,1,0,100
PP Shaw,JD Unadkat,5,0,250
PP Shaw,JP Behrendorff,5,0,250
PP Shaw,K Gowtham,5,0,250
PP Shaw,K Khejroliya,5,0,250
PP Shaw,K Rabada,6,0,85.71
PP Shaw,KR Mayers,1,0,100
PP Shaw,MA Wood,0,1,0
PP Shaw,Mohammed Shami,6,1,150
PP Shaw,Mohammed Siraj,0,1,0
PP Shaw,NT Ellis,4,0,100
PP Shaw,RD Chahar,22,0,183.33
PP Shaw,SM Curran,5,1,83.33
PP Shaw,SP Narine,2,0,50
PP Shaw,TA Boult,0,1,0
PP Shaw,TU Deshpande,0,1,0
PP Shaw,UT Yadav,1,0,100
PWH de Silva,AD Russell,0,1,0
PWH de Silva,Akash Madhwal,4,0,133.33
PWH de Silva,CJ Jordan,8,0,160
PWH de Silva,JO Holder,1,0,33.33
PWH de Silva,M Pathirana,1,0,100
PWH de Silva,Naveen-ul-Haq,6,0,200
PWH de Silva,SP Narine,5,0,166.67
PWH de Silva,TU Deshpande,1,0,100
PWH de Silva,YS Chahal,5,0,125
PWH de Silva,Yash Thakur,2,1,50
Q de Kock,B Kumar,7,0,140
Q de Kock,CJ Jordan,14,0,175
Q de Kock,CV Varun,1,1,50
Q de Kock,Fazalhaq Farooqi,2,0,100
Q de Kock,GD Phillips,3,0,100
Q de Kock,HH Pandya,17,0,242.86
Q de Kock,HR Shokeen,1,0,100
Q de Kock,Harshit Rana,7,0,100
Q de Kock,JP Behrendorff,1,0,20
Q de Kock,M Markande,16,1,266.67
Q de Kock,MM Sharma,12,0,150
Q de Kock,Mohammed Shami,10,0,166.67
Q de Kock,N Rana,3,0,75
Q de Kock,Noor Ahmad,11,0,183.33
Q de Kock,PP Chawla,0,1,0
Q de Kock,Rashid Khan,20,1,142.86
Q de Kock,SN Thakur,2,0,66.67
Q de Kock,SP Narine,2,0,66.67
Q de Kock,T Natarajan,1,0,33.33
Q de Kock,VG Arora,13,0,185.71
R Ashwin,Akash Singh,13,1,325
R Ashwin,Arshad Khan,6,0,200
R Ashwin,Arshdeep Singh,0,1,0
R Ashwin,Avesh Khan,3,0,150
R Ashwin,HV Patel,10,1,250
R Ashwin,J Little,1,0,100
R Ashwin,JC Archer,1,0,100
R Ashwin,M Pathirana,1,0,100
R Ashwin,M Theekshana,7,0,175
R Ashwin,Mohammed Shami,10,1,333.33
R Ashwin,Mohammed Siraj,2,0,100
R Ashwin,RA Jadeja,3,0,37.5
R Ashwin,RP Meredith,1,0,100
R Ashwin,Rashid Khan,1,1,20
R Ashwin,SM Curran,0,0,0
R Ashwin,SSB Magala,7,0,116.67
R Ashwin,T Natarajan,1,0,50
R Dhawan,CV Varun,8,1,160
R Dhawan,J Little,1,0,100
R Dhawan,N Rana,5,0,250
R Dhawan,SP Narine,6,0,150
R Parag,AR Patel,4,0,80
R Parag,AU Rashid,2,0,100
R Parag,Arshdeep Singh,9,0,150
R Parag,Avesh Khan,6,0,100
R Parag,J Little,2,0,50
R Parag,K Rabada,12,1,200
R Parag,Kuldeep Yadav,2,0,66.67
R Parag,MM Sharma,2,0,66.67
R Parag,NT Ellis,3,1,100
R Parag,Naveen-ul-Haq,8,0,266.67
R Parag,R Powell,1,1,33.33
R Parag,RD Chahar,8,0,200
R Parag,Rashid Khan,5,2,83.33
R Parag,Ravi Bishnoi,1,0,33.33
R Parag,SM Curran,1,0,100
R Parag,Sikandar Raza,7,0,233.33
R Parag,T Natarajan,0,1,0
R Parag,Umran Malik,5,0,166.67
R Powell,MA Wood,1,0,50
R Powell,PP Chawla,0,1,0
R Powell,R Ashwin,0,1,0
R Powell,RP Meredith,4,0,400
R Powell,Ravi Bishnoi,0,1,0
R Powell,YS Chahal,2,0,200
R Shepherd,AU Rashid,0,1,0
R Tewatia,A Nortje,18,0,600
R Tewatia,Akash Madhwal,2,0,100
R Tewatia,CJ Jordan,3,0,100
R Tewatia,DL Chahar,4,0,44.44
R Tewatia,Fazalhaq Farooqi,2,1,100
R Tewatia,HV Patel,3,0,75
R Tewatia,I Sharma,0,1,0
R Tewatia,JP Behrendorff,13,0,433.33
R Tewatia,K Kartikeya,2,0,100
R Tewatia,KK Ahmed,2,0,100
R Tewatia,M Theekshana,2,1,100
R Tewatia,MJ Santner,1,0,33.33
R Tewatia,MP Stoinis,2,0,100
R Tewatia,Mohammed Siraj,1,0,100
R Tewatia,PP Chawla,7,1,116.67
R Tewatia,RP Meredith,7,0,350
R Tewatia,RS Hangargekar,1,0,33.33
R Tewatia,SM Curran,5,0,250
R Tewatia,Sandeep Sharma,1,0,100
R Tewatia,T Natarajan,1,0,100
R Tewatia,TU Deshpande,10,0,500
RA Jadeja,A Nortje,11,0,366.67
RA Jadeja,A Zampa,3,0,100
RA Jadeja,AS Joseph,1,1,50
RA Jadeja,Arshdeep Singh,7,0,140
RA Jadeja,C Sakariya,9,0,225
RA Jadeja,CV Varun,7,0,100
RA Jadeja,GJ Maxwell,6,1,300
RA Jadeja,HV Patel,1,0,50
RA Jadeja,JO Holder,24,0,240
RA Jadeja,K Khejroliya,15,1,250
RA Jadeja,K Rabada,2,0,100
RA Jadeja,K Yadav,2,0,100
RA Jadeja,KK Ahmed,2,0,66.67
RA Jadeja,Kuldeep Yadav,13,0,144.44
RA Jadeja,MA Wood,0,1,0
RA Jadeja,MM Sharma,22,0,200
RA Jadeja,MR Marsh,6,1,150
RA Jadeja,Mohammed Shami,13,1,144.44
RA Jadeja,Mohammed Siraj,2,0,66.67
RA Jadeja,R Ashwin,2,0,66.67
RA Jadeja,RD Chahar,3,0,150
RA Jadeja,Rashid Khan,2,0,100
RA Jadeja,SM Curran,0,1,0
RA Jadeja,SN Thakur,3,0,60
RA Jadeja,SP Narine,1,0,33.33
RA Jadeja,Sandeep Sharma,13,0,162.5
RA Jadeja,Suyash Sharma,9,0,112.5
RA Jadeja,VG Arora,2,1,100
RA Jadeja,Vijaykumar Vyshak,1,0,100
RA Jadeja,YS Chahal,4,0,100
RA Jadeja,Yash Thakur,3,0,100
RA Tripathi,A Mishra,11,0,110
RA Tripathi,A Nortje,1,0,33.33
RA Tripathi,AD Russell,19,2,271.43
RA Tripathi,AR Patel,6,0,100
RA Tripathi,Akash Singh,0,0,0
RA Tripathi,Arjun Tendulkar,5,0,250
RA Tripathi,Arshdeep Singh,1,0,20
RA Tripathi,Avesh Khan,9,0,300
RA Tripathi,DJ Hooda,6,0,150
RA Tripathi,Harpreet Brar,17,0,170
RA Tripathi,Harshit Rana,1,0,33.33
RA Tripathi,I Sharma,3,1,75
RA Tripathi,JD Unadkat,1,0,33.33
RA Tripathi,JP Behrendorff,2,1,66.67
RA Tripathi,K Yadav,3,0,100
RA Tripathi,KH Pandya,12,0,92.31
RA Tripathi,Kuldeep Yadav,4,0,80
RA Tripathi,M Ashwin,21,0,262.5
RA Tripathi,M Pathirana,1,0,100
RA Tripathi,M Theekshana,1,0,50
RA Tripathi,MG Bracewell,0,1,0
RA Tripathi,MM Ali,14,0,175
RA Tripathi,MR Marsh,2,1,40
RA Tripathi,Mohammed Shami,0,1,0
RA Tripathi,Mohammed Siraj,0,0,0
RA Tripathi,Mohit Rathee,21,0,262.5
RA Tripathi,Mukesh Kumar,9,0,225
RA Tripathi,NT Ellis,4,0,80
RA Tripathi,OC McCoy,7,0,233.33
RA Tripathi,R Ashwin,12,0,150
RA Tripathi,RA Jadeja,5,1,83.33
RA Tripathi,RD Chahar,25,0,178.57
RA Tripathi,Ravi Bishnoi,6,0,66.67
RA Tripathi,SM Curran,6,0,100
RA Tripathi,SN Thakur,5,0,250
RA Tripathi,TA Boult,0,1,0
RA Tripathi,WD Parnell,15,0,214.29
RA Tripathi,YS Chahal,4,1,57.14
RA Tripathi,Yash Dayal,1,0,100
RA Tripathi,Yash Thakur,8,2,88.89
RA Tripathi,Yudhvir Singh,1,0,33.33
RD Chahar,M Markande,0,1,0
RD Chahar,Umran Malik,0,0,0
RD Chahar,Yash Thakur,0,1,0
RD Gaikwad,A Nortje,9,0,150
RD Gaikwad,A Zampa,6,1,150
RD Gaikwad,AK Markram,2,0,100
RD Gaikwad,AR Patel,28,1,200
RD Gaikwad,AS Joseph,22,1,200
RD Gaikwad,Arshad Khan,22,0,220
RD Gaikwad,Arshdeep Singh,14,0,140
RD Gaikwad,Avesh Khan,3,0,300
RD Gaikwad,B Kumar,9,0,150
RD Gaikwad,C Green,12,0,100
RD Gaikwad,C Sakariya,2,1,25
RD Gaikwad,CV Varun,6,1,200
RD Gaikwad,D Wiese,2,0,100
RD Gaikwad,DG Nalkande,13,0,185.71
RD Gaikwad,HH Pandya,25,0,192.31
RD Gaikwad,HR Shokeen,6,0,150
RD Gaikwad,Harshit Rana,3,0,75
RD Gaikwad,I Sharma,20,0,200
RD Gaikwad,J Little,24,0,266.67
RD Gaikwad,JC Archer,2,0,100
RD Gaikwad,JO Holder,11,0,366.67
RD Gaikwad,JP Behrendorff,1,0,33.33
RD Gaikwad,K Gowtham,20,0,333.33
RD Gaikwad,K Kartikeya,15,0,136.36
RD Gaikwad,K Khejroliya,9,0,225
RD Gaikwad,K Rabada,0,0,0
RD Gaikwad,K Yadav,10,0,125
RD Gaikwad,KH Pandya,7,0,116.67
RD Gaikwad,KK Ahmed,10,0,66.67
RD Gaikwad,KR Mayers,11,0,157.14
RD Gaikwad,KR Sen,1,0,50
RD Gaikwad,Kuldeep Yadav,28,0,254.55
RD Gaikwad,Lalit Yadav,6,0,150
RD Gaikwad,M Jansen,7,0,175
RD Gaikwad,M Markande,6,0,100
RD Gaikwad,MA Wood,6,0,300
RD Gaikwad,MM Sharma,11,1,183.33
RD Gaikwad,Mohammed Shami,20,0,90.91
RD Gaikwad,Mohammed Siraj,1,1,33.33
RD Gaikwad,Noor Ahmad,14,1,116.67
RD Gaikwad,PP Chawla,12,1,133.33
RD Gaikwad,R Ashwin,10,0,166.67
RD Gaikwad,RD Chahar,14,0,127.27
RD Gaikwad,Rashid Khan,42,0,168
RD Gaikwad,Ravi Bishnoi,0,1,0
RD Gaikwad,SM Curran,8,0,133.33
RD Gaikwad,SP Narine,12,0,240
RD Gaikwad,Sandeep Sharma,11,1,91.67
RD Gaikwad,Sikandar Raza,1,1,33.33
RD Gaikwad,Suyash Sharma,0,1,0
RD Gaikwad,UT Yadav,12,0,150
RD Gaikwad,Umran Malik,7,0,77.78
RD Gaikwad,VG Arora,8,0,133.33
RD Gaikwad,WD Parnell,2,0,66.67
RD Gaikwad,Washington Sundar,4,0,133.33
RD Gaikwad,YS Chahal,6,0,150
RD Gaikwad,Yash Dayal,7,0,175
RD Gaikwad,Yash Thakur,10,0,125
RG Sharma,A Nortje,17,0,242.86
RG Sharma,AR Patel,10,0,83.33
RG Sharma,Akash Deep,0,1,0
RG Sharma,Arshdeep Singh,11,0,137.5
RG Sharma,B Kumar,11,0,110
RG Sharma,DL Chahar,9,1,128.57
RG Sharma,HH Pandya,8,1,100
RG Sharma,Harpreet Brar,2,0,100
RG Sharma,JR Hazlewood,6,0,100
RG Sharma,KH Pandya,15,0,107.14
RG Sharma,Kartik Tyagi,11,0,137.5
RG Sharma,Kuldeep Yadav,7,0,175
RG Sharma,LS Livingstone,4,1,200
RG Sharma,Lalit Yadav,12,0,171.43
RG Sharma,M Jansen,2,0,50
RG Sharma,MM Sharma,15,0,187.5
RG Sharma,MW Short,5,0,166.67
RG Sharma,Mayank Dagar,8,1,88.89
RG Sharma,Mohammed Shami,9,1,90
RG Sharma,Mohammed Siraj,2,0,20
RG Sharma,Mohsin Khan,1,0,100
RG Sharma,Mukesh Kumar,14,0,233.33
RG Sharma,Mustafizur Rahman,5,1,55.56
RG Sharma,NT Ellis,2,0,66.67
RG Sharma,Naveen-ul-Haq,9,1,150
RG Sharma,Nithish Kumar Reddy,3,0,100
RG Sharma,Noor Ahmad,1,0,50
RG Sharma,PWH de Silva,0,1,0
RG Sharma,R Dhawan,0,1,0
RG Sharma,RD Chahar,13,0,216.67
RG Sharma,Rashid Khan,6,1,120
RG Sharma,Ravi Bishnoi,6,1,120
RG Sharma,SM Curran,7,0,233.33
RG Sharma,SN Thakur,1,0,100
RG Sharma,SP Narine,4,0,400
RG Sharma,SSB Magala,1,0,100
RG Sharma,Sandeep Sharma,1,1,50
RG Sharma,Suyash Sharma,7,1,175
RG Sharma,Swapnil Singh,2,0,100
RG Sharma,T Natarajan,8,1,200
RG Sharma,TA Boult,2,0,66.67
RG Sharma,TU Deshpande,11,1,137.5
RG Sharma,UT Yadav,8,0,114.29
RG Sharma,Umran Malik,19,0,271.43
RG Sharma,Vivrant Sharma,3,0,100
RG Sharma,Washington Sundar,13,0,260
RG Sharma,Yash Thakur,15,0,214.29
RK Singh,AK Markram,12,0,171.43
RK Singh,AR Patel,4,1,66.67
RK Singh,AS Joseph,2,0,40
RK Singh,Akash Deep,1,0,100
RK Singh,Arshdeep Singh,10,0,200
RK Singh,B Kumar,13,0,108.33
RK Singh,D Jansen,7,1,140
RK Singh,DJ Willey,1,0,50
RK Singh,DL Chahar,5,0,166.67
RK Singh,HH Pandya,1,0,25
RK Singh,HR Shokeen,4,0,80
RK Singh,HV Patel,27,1,168.75
RK Singh,J Little,12,0,150
RK Singh,K Gowtham,4,0,80
RK Singh,KM Asif,5,0,100
RK Singh,KV Sharma,5,0,125
RK Singh,Kartik Tyagi,5,0,166.67
RK Singh,Kuldeep Yadav,2,0,100
