batter,bowler,total_runs,dismissals,strike_rate
RK Singh,M Jansen,9,0,180
RK Singh,M Markande,20,0,133.33
RK Singh,M Pathirana,23,1,115
RK Singh,M Theekshana,12,0,100
RK Singh,MG Bracewell,5,0,71.43
RK Singh,MM Ali,13,0,100
RK Singh,MM Sharma,11,0,220
RK Singh,Mohammed Shami,3,0,75
RK Singh,Mohammed Siraj,16,0,200
RK Singh,NT Ellis,9,0,300
RK Singh,Naveen-ul-Haq,28,0,233.33
RK Singh,Noor Ahmad,3,1,50
RK Singh,PP Chawla,5,0,125
RK Singh,PWH de Silva,1,0,50
RK Singh,R Ashwin,2,0,66.67
RK Singh,RA Jadeja,31,0,182.35
RK Singh,RD Chahar,1,1,50
RK Singh,RP Meredith,2,0,50
RK Singh,Rashid Khan,5,0,125
RK Singh,Ravi Bishnoi,11,0,137.5
RK Singh,SM Curran,1,0,100
RK Singh,Sandeep Sharma,8,0,133.33
RK Singh,Shahbaz Ahmed,1,0,100
RK Singh,Sikandar Raza,4,0,133.33
RK Singh,T Natarajan,30,1,176.47
RK Singh,TU Deshpande,23,0,230
RK Singh,Umran Malik,7,0,175
RK Singh,Washington Sundar,2,0,100
RK Singh,YS Chahal,1,1,25
RK Singh,Yash Dayal,30,0,600
RK Singh,Yash Thakur,24,0,300
RP Meredith,MM Sharma,0,0,0
RR Rossouw,AS Joseph,0,1,0
RR Rossouw,DL Chahar,11,1,183.33
RR Rossouw,GJ Maxwell,7,0,233.33
RR Rossouw,HH Pandya,8,0,200
RR Rossouw,HV Patel,20,0,285.71
RR Rossouw,Harpreet Brar,29,1,241.67
RR Rossouw,JO Holder,5,0,250
RR Rossouw,JR Hazlewood,3,0,75
RR Rossouw,K Gowtham,6,0,75
RR Rossouw,K Rabada,17,0,340
RR Rossouw,KV Sharma,2,0,100
RR Rossouw,M Pathirana,1,0,100
RR Rossouw,M Theekshana,3,0,75
RR Rossouw,MM Ali,6,0,50
RR Rossouw,Mohammed Shami,0,1,0
RR Rossouw,NT Ellis,8,0,160
RR Rossouw,PWH de Silva,1,0,20
RR Rossouw,R Ashwin,4,1,66.67
RR Rossouw,RA Jadeja,13,1,100
RR Rossouw,RD Chahar,15,0,136.36
RR Rossouw,Ravi Bishnoi,24,1,200
RR Rossouw,SM Curran,18,0,200
RR Rossouw,TA Boult,5,0,125
RR Rossouw,TU Deshpande,1,0,50
RV Patel,B Kumar,10,1,125
RV Patel,J Little,11,0,275
RV Patel,M Pathirana,2,0,50
RV Patel,M Theekshana,1,0,50
RV Patel,MM Ali,1,0,50
RV Patel,MM Sharma,4,1,80
RV Patel,Noor Ahmad,1,0,50
RV Patel,RA Jadeja,2,0,50
RV Patel,Rashid Khan,7,0,350
RV Patel,T Natarajan,6,0,100
RV Patel,TU Deshpande,4,1,100
Rahmanullah Gurbaz,Akash Deep,3,0,50
Rahmanullah Gurbaz,Arjun Tendulkar,4,0,80
Rahmanullah Gurbaz,Arshdeep Singh,16,0,145.45
Rahmanullah Gurbaz,B Kumar,0,1,0
Rahmanullah Gurbaz,C Green,2,0,66.67
Rahmanullah Gurbaz,D Jansen,1,0,50
Rahmanullah Gurbaz,DJ Willey,6,0,75
Rahmanullah Gurbaz,DL Chahar,1,1,25
Rahmanullah Gurbaz,HH Pandya,20,0,250
Rahmanullah Gurbaz,HV Patel,1,0,100
Rahmanullah Gurbaz,J Little,14,0,116.67
Rahmanullah Gurbaz,K Gowtham,1,0,100
Rahmanullah Gurbaz,KH Pandya,2,0,50
Rahmanullah Gurbaz,KV Sharma,9,1,128.57
Rahmanullah Gurbaz,M Jansen,0,1,0
Rahmanullah Gurbaz,MG Bracewell,15,0,250
Rahmanullah Gurbaz,MM Sharma,1,0,100
Rahmanullah Gurbaz,Mohammed Shami,22,1,157.14
Rahmanullah Gurbaz,Mohammed Siraj,12,0,120
Rahmanullah Gurbaz,NT Ellis,0,2,0
Rahmanullah Gurbaz,Noor Ahmad,9,1,180
Rahmanullah Gurbaz,PP Chawla,1,1,50
Rahmanullah Gurbaz,R Dhawan,4,0,100
Rahmanullah Gurbaz,Rashid Khan,30,0,272.73
Rahmanullah Gurbaz,Ravi Bishnoi,5,0,71.43
Rahmanullah Gurbaz,SM Curran,17,0,212.5
Rahmanullah Gurbaz,Sandeep Sharma,18,0,163.64
Rahmanullah Gurbaz,Shahbaz Ahmed,5,0,100
Rahmanullah Gurbaz,TA Boult,0,1,0
Rahmanullah Gurbaz,Yash Thakur,2,1,66.67
Rashid Khan,Akash Madhwal,1,0,100
Rashid Khan,B Kumar,0,1,0
Rashid Khan,C Green,13,0,216.67
Rashid Khan,CJ Jordan,27,0,270
Rashid Khan,DL Chahar,10,0,333.33
Rashid Khan,I Sharma,3,0,150
Rashid Khan,JP Behrendorff,13,0,260
Rashid Khan,K Kartikeya,30,0,333.33
Rashid Khan,M Pathirana,13,1,144.44
Rashid Khan,M Theekshana,3,0,150
Rashid Khan,PP Chawla,2,0,50
Rashid Khan,Sandeep Sharma,1,1,100
Rashid Khan,TU Deshpande,14,1,200
Ravi Bishnoi,AS Joseph,4,0,80
Ravi Bishnoi,Akash Madhwal,0,1,0
Ravi Bishnoi,HV Patel,6,0,85.71
Ravi Bishnoi,JP Behrendorff,2,0,66.67
Ravi Bishnoi,KV Sharma,0,0,0
Ravi Bishnoi,MK Lomror,2,1,66.67
Ravi Bishnoi,MM Sharma,0,0,0
Ravi Bishnoi,PP Chawla,1,0,100
Ravi Bishnoi,SM Curran,3,0,300
Ravi Bishnoi,SN Thakur,2,1,100
S Dhawan,A Zampa,0,1,0
S Dhawan,AD Russell,5,0,250
S Dhawan,Akash Singh,21,0,233.33
S Dhawan,Arshad Khan,1,0,100
S Dhawan,B Kumar,28,0,140
S Dhawan,C Green,10,0,125
S Dhawan,CV Varun,24,1,126.32
S Dhawan,Harshit Rana,9,0,150
S Dhawan,I Sharma,6,2,200
S Dhawan,J Little,8,1,100
S Dhawan,JC Archer,3,0,100
S Dhawan,JO Holder,14,0,155.56
S Dhawan,K Kartikeya,3,0,100
S Dhawan,KK Ahmed,1,0,33.33
S Dhawan,KM Asif,20,0,181.82
S Dhawan,M Jansen,0,0,0
S Dhawan,M Markande,9,0,90
S Dhawan,M Theekshana,3,0,100
S Dhawan,MP Stoinis,1,1,50
S Dhawan,N Rana,2,1,50
S Dhawan,PP Chawla,13,1,260
S Dhawan,R Ashwin,7,1,58.33
S Dhawan,SN Thakur,2,0,66.67
S Dhawan,SP Narine,20,0,153.85
S Dhawan,Sandeep Sharma,11,0,275
S Dhawan,Suyash Sharma,6,0,66.67
S Dhawan,T Natarajan,38,0,180.95
S Dhawan,TA Boult,18,0,112.5
S Dhawan,TG Southee,11,0,220
S Dhawan,TU Deshpande,4,1,133.33
S Dhawan,UT Yadav,8,0,100
S Dhawan,Umran Malik,23,0,230
S Dhawan,VG Arora,5,0,100
S Dhawan,Washington Sundar,1,0,33.33
S Dhawan,YS Chahal,33,0,235.71
S Dube,A Nortje,1,0,100
S Dube,A Zampa,8,0,160
S Dube,AD Russell,2,0,100
S Dube,AR Patel,8,0,266.67
S Dube,AS Joseph,9,0,90
S Dube,Akash Madhwal,2,0,100
S Dube,Arshad Khan,7,0,233.33
S Dube,Arshdeep Singh,6,1,150
S Dube,C Green,7,0,77.78
S Dube,C Sakariya,1,0,100
S Dube,CV Varun,27,0,245.45
S Dube,D Wiese,14,0,280
S Dube,GJ Maxwell,8,0,200
S Dube,HH Pandya,2,0,66.67
S Dube,HR Shokeen,13,0,162.5
S Dube,HV Patel,15,0,166.67
S Dube,J Little,1,0,50
S Dube,JC Archer,2,0,50
S Dube,JO Holder,20,0,200
S Dube,K Kartikeya,2,1,40
S Dube,K Khejroliya,8,1,266.67
S Dube,K Rabada,10,0,125
S Dube,K Yadav,2,1,50
S Dube,KK Ahmed,13,1,260
S Dube,KR Sen,3,0,100
S Dube,Kuldeep Yadav,1,0,100
S Dube,Lalit Yadav,21,0,350
S Dube,MA Wood,1,0,50
S Dube,MM Sharma,7,0,87.5
S Dube,MR Marsh,2,1,50
S Dube,Mohammed Shami,13,1,185.71
S Dube,Mohammed Siraj,13,0,216.67
S Dube,Noor Ahmad,3,1,60
S Dube,PP Chawla,6,0,150
S Dube,PWH de Silva,1,0,100
S Dube,R Ashwin,20,1,166.67
S Dube,R Goyal,13,0,260
S Dube,Rashid Khan,17,0,242.86
S Dube,Ravi Bishnoi,15,1,166.67
S Dube,SN Thakur,9,0,100
S Dube,SP Narine,4,0,66.67
S Dube,Sandeep Sharma,4,0,80
S Dube,Sikandar Raza,12,0,240
S Dube,Suyash Sharma,26,0,173.33
S Dube,T Stubbs,2,0,50
S Dube,UT Yadav,5,0,250
S Dube,VG Arora,3,0,150
S Dube,Vijaykumar Vyshak,9,0,225
S Dube,WD Parnell,6,1,200
S Dube,YS Chahal,3,0,100
S Dube,Yash Thakur,11,0,220
SA Yadav,AD Russell,10,0,333.33
SA Yadav,AK Markram,1,0,100
SA Yadav,AS Joseph,40,0,250
SA Yadav,Akash Deep,3,0,150
SA Yadav,Arshdeep Singh,5,1,166.67
SA Yadav,B Kumar,4,0,66.67
SA Yadav,CV Varun,6,0,100
SA Yadav,DL Chahar,2,0,200
SA Yadav,HH Pandya,9,0,180
SA Yadav,HV Patel,15,0,150
SA Yadav,Harpreet Brar,8,0,133.33
SA Yadav,J Little,15,0,214.29
SA Yadav,JO Holder,20,0,222.22
SA Yadav,JR Hazlewood,8,0,266.67
SA Yadav,KH Pandya,2,0,50
SA Yadav,KR Sen,15,0,375
SA Yadav,KV Sharma,4,0,100
SA Yadav,Kartik Tyagi,5,0,166.67
SA Yadav,LH Ferguson,12,0,300
SA Yadav,LS Livingstone,14,0,233.33
SA Yadav,M Jansen,7,1,233.33
SA Yadav,M Theekshana,4,0,100
SA Yadav,MG Bracewell,4,1,133.33
SA Yadav,MJ Santner,0,1,0
SA Yadav,MM Ali,5,0,166.67
SA Yadav,MM Sharma,27,1,207.69
SA Yadav,Mayank Dagar,6,0,200
SA Yadav,Mohammed Shami,19,0,316.67
SA Yadav,Mohammed Siraj,14,0,233.33
SA Yadav,Mohsin Khan,8,0,200
SA Yadav,Mukesh Kumar,0,1,0
SA Yadav,NT Ellis,20,1,166.67
SA Yadav,Naveen-ul-Haq,6,1,150
SA Yadav,Noor Ahmad,24,1,100
SA Yadav,PWH de Silva,25,0,277.78
SA Yadav,R Ashwin,9,0,180
SA Yadav,RA Jadeja,5,1,71.43
SA Yadav,RD Chahar,31,0,182.35
SA Yadav,RJW Topley,1,0,33.33
SA Yadav,Rashid Khan,53,0,189.29
SA Yadav,Ravi Bishnoi,16,0,133.33
SA Yadav,SM Curran,45,0,346.15
SA Yadav,SN Thakur,0,1,0
SA Yadav,SP Narine,9,0,128.57
SA Yadav,Suyash Sharma,6,0,150
SA Yadav,TA Boult,0,1,0
SA Yadav,TU Deshpande,11,0,137.5
SA Yadav,Umran Malik,9,0,300
SA Yadav,Vijaykumar Vyshak,18,1,180
SA Yadav,YS Chahal,7,0,87.5
SA Yadav,Yash Thakur,8,1,160
SM Curran,A Nortje,4,1,200
SM Curran,A Zampa,9,0,90
SM Curran,AR Patel,5,0,100
SM Curran,AS Joseph,3,0,100
SM Curran,Arjun Tendulkar,11,0,366.67
SM Curran,Avesh Khan,3,0,150
SM Curran,C Green,19,0,190
SM Curran,CV Varun,10,0,111.11
SM Curran,GJ Maxwell,3,0,100
SM Curran,HR Shokeen,10,0,200
SM Curran,HV Patel,1,0,25
SM Curran,JC Archer,14,1,175
SM Curran,JO Holder,1,0,50
SM Curran,K Gowtham,2,0,100
SM Curran,KH Pandya,7,0,175
SM Curran,KK Ahmed,0,0,0
SM Curran,Kuldeep Yadav,4,0,57.14
SM Curran,M Jansen,11,0,220
SM Curran,M Markande,4,1,100
SM Curran,M Pathirana,6,1,100
SM Curran,M Theekshana,10,0,166.67
SM Curran,MM Sharma,3,1,33.33
SM Curran,MR Marsh,3,0,150
SM Curran,Mohammed Shami,6,0,200
SM Curran,Mukesh Kumar,7,0,350
SM Curran,Navdeep Saini,7,0,140
SM Curran,Naveen-ul-Haq,2,1,66.67
SM Curran,P Dubey,8,1,80
SM Curran,PP Chawla,0,0,0
SM Curran,PWH de Silva,1,0,100
SM Curran,RA Jadeja,13,0,162.5
SM Curran,Rashid Khan,10,0,142.86
SM Curran,Ravi Bishnoi,9,1,180
SM Curran,SN Thakur,5,0,125
SM Curran,SP Narine,5,0,71.43
SM Curran,Sandeep Sharma,9,0,112.5
SM Curran,Suyash Sharma,0,1,0
SM Curran,T Natarajan,2,0,66.67
SM Curran,TG Southee,10,0,250
SM Curran,Vijaykumar Vyshak,5,1,125
SM Curran,Washington Sundar,5,0,166.67
SM Curran,YS Chahal,24,0,300
SN Khan,AJ Hosein,2,0,100
SN Khan,AS Joseph,4,0,66.67
SN Khan,Abhishek Sharma,1,0,50
SN Khan,Avesh Khan,4,0,133.33
SN Khan,HH Pandya,9,0,81.82
SN Khan,J Little,4,0,100
SN Khan,M Jansen,7,0,140
SN Khan,M Markande,3,0,60
SN Khan,MA Wood,0,1,0
SN Khan,Mohammed Shami,1,0,50
SN Khan,Rashid Khan,8,1,100
SN Khan,T Natarajan,6,1,150
SN Khan,Washington Sundar,0,1,0
SN Khan,Yash Dayal,4,0,133.33
SN Thakur,Akash Deep,16,0,320
SN Thakur,Arshdeep Singh,2,0,100
SN Thakur,B Kumar,13,0,185.71
SN Thakur,D Jansen,6,0,200
SN Thakur,DJ Willey,5,0,125
SN Thakur,HR Shokeen,4,1,80
SN Thakur,HV Patel,11,0,275
SN Thakur,KV Sharma,12,0,200
SN Thakur,M Markande,2,0,100
SN Thakur,MG Bracewell,14,0,350
SN Thakur,Mohammed Shami,0,1,0
SN Thakur,Mohammed Siraj,10,1,166.67
SN Thakur,Naveen-ul-Haq,2,0,66.67
SN Thakur,PP Chawla,2,0,100
SN Thakur,RP Meredith,1,0,100
SN Thakur,Rashid Khan,0,1,0
SN Thakur,Ravi Bishnoi,1,0,50
SN Thakur,SM Curran,6,0,600
SN Thakur,T Natarajan,5,1,166.67
SN Thakur,Umran Malik,0,1,0
SN Thakur,YS Chahal,1,1,50
SN Thakur,Yash Thakur,0,1,0
SO Hetmyer,A Nortje,16,0,228.57
SO Hetmyer,AS Joseph,29,0,322.22
SO Hetmyer,Akash Singh,8,0,266.67
SO Hetmyer,Arshad Khan,6,1,300
SO Hetmyer,Arshdeep Singh,12,0,120
SO Hetmyer,Avesh Khan,0,1,0
SO Hetmyer,B Kumar,13,0,185.71
SO Hetmyer,DJ Willey,0,1,0
SO Hetmyer,Fazalhaq Farooqi,10,0,166.67
SO Hetmyer,GJ Maxwell,2,1,66.67
SO Hetmyer,HV Patel,1,0,33.33
SO Hetmyer,J Little,3,0,75
SO Hetmyer,JC Archer,0,0,0
SO Hetmyer,KV Sharma,19,1,316.67
SO Hetmyer,Kuldeep Yadav,1,0,50
SO Hetmyer,M Pathirana,0,0,0
SO Hetmyer,M Theekshana,2,1,50
SO Hetmyer,MG Bracewell,13,0,144.44
SO Hetmyer,MM Ali,7,0,100
SO Hetmyer,MM Sharma,2,0,50
SO Hetmyer,MP Stoinis,1,0,50
SO Hetmyer,Mohammed Siraj,1,0,50
SO Hetmyer,Mukesh Kumar,10,0,200
SO Hetmyer,NT Ellis,21,0,161.54
SO Hetmyer,Naveen-ul-Haq,1,0,50
SO Hetmyer,Noor Ahmad,14,0,140
SO Hetmyer,PWH de Silva,1,0,50
SO Hetmyer,R Powell,12,0,200
SO Hetmyer,RD Chahar,4,0,80
SO Hetmyer,RP Meredith,2,0,100
SO Hetmyer,Rashid Khan,15,1,125
SO Hetmyer,SM Curran,45,2,250
SO Hetmyer,T Natarajan,6,0,75
SO Hetmyer,TU Deshpande,21,0,190.91
SO Hetmyer,WD Parnell,1,0,100
SP Narine,AR Patel,4,0,100
SP Narine,Akash Singh,0,1,0
SP Narine,Arshdeep Singh,7,0,350
SP Narine,B Kumar,0,1,0
SP Narine,D Jansen,1,0,100
SP Narine,I Sharma,0,1,0
SP Narine,M Jansen,0,1,0
SP Narine,M Markande,1,0,100
SP Narine,Mohammed Siraj,0,0,0
SP Narine,RP Meredith,1,0,100
SP Narine,Rashid Khan,0,1,0
SP Narine,Sandeep Sharma,5,1,125
SP Narine,YS Chahal,1,0,100
SP Narine,Yash Thakur,1,1,50
SS Prabhudessai,A Mishra,0,1,0
SS Prabhudessai,AD Russell,6,0,120
SS Prabhudessai,KH Pandya,5,0,125
SS Prabhudessai,M Pathirana,10,1,166.67
SS Prabhudessai,Ravi Bishnoi,1,0,100
SS Prabhudessai,SP Narine,2,0,100
SS Prabhudessai,Suyash Sharma,2,0,100
SS Prabhudessai,TU Deshpande,9,0,180
SS Prabhudessai,YS Chahal,0,1,0
SV Samson,AS Joseph,8,0,160
SV Samson,AS Roy,19,0,475
SV Samson,AU Rashid,20,0,181.82
SV Samson,Abhishek Sharma,3,0,60
SV Samson,Arshad Khan,1,1,50
SV Samson,Arshdeep Singh,8,0,200
SV Samson,B Kumar,7,0,175
SV Samson,CV Varun,17,0,212.5
SV Samson,DJ Willey,1,0,50
SV Samson,Fazalhaq Farooqi,1,0,50
SV Samson,HH Pandya,23,0,176.92
SV Samson,HV Patel,6,1,150
SV Samson,Harpreet Brar,12,0,150
SV Samson,Harshit Rana,1,0,50
SV Samson,J Little,5,1,166.67
SV Samson,K Kartikeya,6,0,150
SV Samson,Kuldeep Yadav,0,1,0
SV Samson,M Jansen,4,0,100
SV Samson,M Markande,32,0,290.91
SV Samson,M Pathirana,5,0,125
SV Samson,MM Ali,3,0,100
SV Samson,MM Sharma,3,0,60
SV Samson,MP Stoinis,2,0,66.67
SV Samson,Mohammed Shami,10,0,111.11
SV Samson,Mohammed Siraj,4,0,100
SV Samson,Mukesh Kumar,0,0,0
SV Samson,NT Ellis,10,1,166.67
SV Samson,Noor Ahmad,11,1,275
SV Samson,PP Chawla,7,0,175
SV Samson,PWH de Silva,15,0,166.67
SV Samson,RA Jadeja,9,1,81.82
SV Samson,RD Chahar,12,1,150
SV Samson,Rashid Khan,30,1,230.77
SV Samson,Ravi Bishnoi,0,0,0
SV Samson,SN Thakur,1,0,50
SV Samson,SP Narine,2,0,50
SV Samson,Sikandar Raza,2,0,100
SV Samson,Suyash Sharma,8,0,88.89
SV Samson,T Natarajan,24,1,160
SV Samson,TU Deshpande,0,1,0
SV Samson,Umran Malik,19,0,237.5
SV Samson,Vivrant Sharma,2,0,50
SV Samson,WD Parnell,0,1,0
SV Samson,Washington Sundar,9,0,150
Sandeep Sharma,GJ Maxwell,0,0,0
Sandeep Sharma,MM Sharma,2,0,100
Sandeep Sharma,Mohammed Shami,0,0,0
Sanvir Singh,CJ Jordan,4,0,133.33
Sanvir Singh,MM Sharma,0,1,0
Sanvir Singh,Mohammed Shami,6,0,150
Sanvir Singh,Rashid Khan,1,0,100
Shahbaz Ahmed,A Nortje,3,0,75
Shahbaz Ahmed,CV Varun,1,0,33.33
Shahbaz Ahmed,Kuldeep Yadav,5,0,250
Shahbaz Ahmed,Lalit Yadav,2,0,100
Shahbaz Ahmed,M Pathirana,0,1,0
Shahbaz Ahmed,M Theekshana,3,0,75
Shahbaz Ahmed,MM Ali,7,0,233.33
Shahbaz Ahmed,Mustafizur Rahman,10,0,250
Shahbaz Ahmed,RA Jadeja,2,0,100
Shahbaz Ahmed,SM Curran,5,0,166.67
Shahbaz Ahmed,SP Narine,1,1,33.33
Shahbaz Ahmed,Sandeep Sharma,1,0,100
Shahbaz Ahmed,Suyash Sharma,1,1,25
Shahbaz Ahmed,TA Boult,1,1,33.33
Shubman Gill,A Nortje,1,2,20
Shubman Gill,A Zampa,14,1,107.69
Shubman Gill,AD Russell,10,0,166.67
Shubman Gill,AK Markram,12,0,240
Shubman Gill,Abhishek Sharma,11,0,220
Shubman Gill,Akash Madhwal,31,2,182.35
Shubman Gill,Arjun Tendulkar,1,0,100
Shubman Gill,Arshdeep Singh,9,0,112.5
Shubman Gill,Avesh Khan,12,0,150
Shubman Gill,B Kumar,15,1,250
Shubman Gill,C Green,43,0,286.67
Shubman Gill,CJ Jordan,18,0,200
Shubman Gill,CV Varun,20,0,153.85
Shubman Gill,DL Chahar,26,1,136.84
Shubman Gill,Fazalhaq Farooqi,24,0,200
Shubman Gill,H Sharma,20,0,222.22
Shubman Gill,HV Patel,15,0,125
Shubman Gill,Harpreet Brar,13,0,92.86
Shubman Gill,Harshit Rana,19,0,190
Shubman Gill,I Sharma,6,0,100
Shubman Gill,JP Behrendorff,20,0,111.11
Shubman Gill,K Kartikeya,21,1,150
Shubman Gill,K Rabada,14,0,280
Shubman Gill,KH Pandya,24,1,141.18
Shubman Gill,KR Mayers,2,0,100
Shubman Gill,LH Ferguson,2,0,40
Shubman Gill,M Jansen,6,0,75
Shubman Gill,M Markande,18,0,163.64
Shubman Gill,M Pathirana,5,0,100
Shubman Gill,M Theekshana,17,0,188.89
Shubman Gill,MG Bracewell,16,0,266.67
Shubman Gill,MJ Santner,12,0,171.43
Shubman Gill,MP Stoinis,7,0,350
Shubman Gill,MW Short,2,0,100
Shubman Gill,Mohammed Siraj,15,0,250
Shubman Gill,Mohsin Khan,7,0,175
Shubman Gill,Mukesh Kumar,9,0,112.5
Shubman Gill,PP Chawla,43,0,215
Shubman Gill,R Ashwin,23,0,209.09
Shubman Gill,RA Jadeja,33,1,132
Shubman Gill,RD Chahar,17,0,170
Shubman Gill,RP Meredith,13,0,162.5
Shubman Gill,RS Hangargekar,7,0,175
Shubman Gill,Ravi Bishnoi,16,0,266.67
Shubman Gill,SM Curran,12,1,120
Shubman Gill,SN Thakur,6,0,200
Shubman Gill,SP Narine,13,2,108.33
Shubman Gill,Sandeep Sharma,14,1,82.35
Shubman Gill,Suyash Sharma,15,0,107.14
Shubman Gill,Swapnil Singh,6,0,150
Shubman Gill,T Natarajan,15,0,136.36
Shubman Gill,TA Boult,18,0,120
Shubman Gill,TU Deshpande,44,1,176
Shubman Gill,UT Yadav,3,0,100
Shubman Gill,Vijaykumar Vyshak,18,0,180
Shubman Gill,WD Parnell,20,0,250
Shubman Gill,YS Chahal,12,1,100
Shubman Gill,Yash Thakur,20,0,200
Sikandar Raza,A Mishra,7,0,175
Sikandar Raza,Avesh Khan,9,0,100
Sikandar Raza,CV Varun,3,0,75
Sikandar Raza,K Gowtham,19,0,135.71
Sikandar Raza,KH Pandya,20,0,222.22
Sikandar Raza,KK Ahmed,9,0,180
Sikandar Raza,M Markande,1,0,100
Sikandar Raza,M Pathirana,8,0,160
Sikandar Raza,MA Wood,8,0,133.33
Sikandar Raza,Mukesh Kumar,2,0,100
Sikandar Raza,Naveen-ul-Haq,7,0,116.67
Sikandar Raza,R Ashwin,0,1,0
Sikandar Raza,Ravi Bishnoi,19,1,172.73
Sikandar Raza,SN Thakur,7,0,175
Sikandar Raza,SP Narine,1,1,33.33
Sikandar Raza,TG Southee,5,0,250
Sikandar Raza,TU Deshpande,5,0,250
Sikandar Raza,Umran Malik,4,1,80
Sikandar Raza,YS Chahal,1,0,100
Sikandar Raza,Yash Thakur,4,1,100
Swapnil Singh,AS Joseph,1,0,100
Swapnil Singh,Noor Ahmad,1,0,33.33
T Stubbs,D Pretorius,1,0,33.33
T Stubbs,M Pathirana,5,1,50
T Stubbs,M Theekshana,6,0,120
T Stubbs,MJ Santner,2,0,66.67
T Stubbs,RA Jadeja,2,0,66.67
T Stubbs,SSB Magala,2,1,50
T Stubbs,TU Deshpande,7,0,233.33
TA Boult,Mohammed Shami,1,1,33.33
TA Boult,Noor Ahmad,13,0,185.71
TA Boult,RD Chahar,1,0,100
TA Boult,Rashid Khan,1,0,50
TA Boult,SM Curran,0,0,0
TH David,A Nortje,6,0,75
TH David,Arshdeep Singh,14,0,200
TH David,B Kumar,5,0,83.33
TH David,CV Varun,14,0,233.33
TH David,D Pretorius,4,0,66.67
TH David,HV Patel,2,0,50
TH David,JO Holder,25,0,416.67
TH David,KH Pandya,2,0,100
TH David,KV Sharma,2,1,66.67
TH David,LH Ferguson,1,0,100
TH David,M Pathirana,1,0,50
TH David,MJ Santner,5,0,83.33
TH David,MM Sharma,1,0,100
TH David,Mohsin Khan,9,0,150
TH David,Mustafizur Rahman,7,0,233.33
TH David,NT Ellis,21,0,210
TH David,Naveen-ul-Haq,17,0,170
TH David,Noor Ahmad,0,1,0
TH David,RA Jadeja,3,0,100
TH David,Rashid Khan,6,2,120
TH David,Ravi Bishnoi,4,0,66.67
TH David,SM Curran,9,0,150
TH David,SN Thakur,6,0,200
TH David,SP Narine,2,0,100
TH David,SSB Magala,2,0,100
TH David,Sandeep Sharma,12,0,300
TH David,Suyash Sharma,1,0,100
TH David,T Natarajan,11,0,220
TH David,TA Boult,8,0,200
TH David,TU Deshpande,18,2,257.14
TH David,Vijaykumar Vyshak,0,1,0
TH David,Yash Thakur,13,1,162.5
TU Deshpande,MR Marsh,0,0,0
Tilak Varma,A Nortje,2,0,66.67
Tilak Varma,AD Russell,7,0,233.33
Tilak Varma,AR Patel,3,0,75
Tilak Varma,Akash Deep,25,0,178.57
Tilak Varma,Arshdeep Singh,25,1,227.27
Tilak Varma,B Kumar,6,1,300
Tilak Varma,CV Varun,9,0,128.57
Tilak Varma,D Pretorius,2,0,66.67
Tilak Varma,GJ Maxwell,12,0,300
Tilak Varma,HH Pandya,7,0,350
Tilak Varma,HV Patel,21,0,233.33
Tilak Varma,JO Holder,7,0,140
Tilak Varma,KH Pandya,3,0,75
Tilak Varma,KR Sen,0,0,0
Tilak Varma,KV Sharma,7,0,100
Tilak Varma,Kuldeep Yadav,16,0,200
Tilak Varma,LH Ferguson,1,0,50
Tilak Varma,Lalit Yadav,3,0,50
Tilak Varma,M Jansen,12,0,400
Tilak Varma,M Markande,18,0,163.64
Tilak Varma,MG Bracewell,8,0,114.29
Tilak Varma,MJ Santner,10,0,200
Tilak Varma,Mohammed Shami,31,0,344.44
Tilak Varma,Mohammed Siraj,10,0,250
Tilak Varma,Mukesh Kumar,16,1,320
Tilak Varma,Mustafizur Rahman,1,0,33.33
Tilak Varma,NT Ellis,2,0,200
Tilak Varma,Naveen-ul-Haq,9,1,128.57
Tilak Varma,R Ashwin,0,0,0
Tilak Varma,RA Jadeja,10,1,100
Tilak Varma,Rashid Khan,7,2,116.67
Tilak Varma,Ravi Bishnoi,11,0,183.33
Tilak Varma,SM Curran,2,0,100
Tilak Varma,SP Narine,8,0,266.67
Tilak Varma,Sandeep Sharma,2,0,100
Tilak Varma,Suyash Sharma,5,1,50
Tilak Varma,TA Boult,8,0,133.33
Tilak Varma,Washington Sundar,1,0,100
Tilak Varma,YS Chahal,12,0,300
Tilak Varma,Yash Thakur,3,0,60
UT Yadav,A Nortje,2,1,50
UT Yadav,J Little,1,0,100
UT Yadav,Kuldeep Yadav,1,0,100
UT Yadav,M Theekshana,0,1,0
UT Yadav,Mohammed Shami,2,0,100
UT Yadav,Mohammed Siraj,6,0,300
UT Yadav,Rashid Khan,1,0,50
UT Yadav,TU Deshpande,4,0,133.33
UT Yadav,Umran Malik,1,0,100
UT Yadav,Yash Dayal,1,0,100
Umran Malik,NA Saini,1,0,100
Umran Malik,TA Boult,12,0,240
Umran Malik,YS Chahal,0,0,0
V Kohli,A Mishra,4,1,80
V Kohli,A Nortje,9,0,180
V Kohli,A Zampa,3,0,100
V Kohli,AD Russell,5,1,100
V Kohli,AR Patel,12,0,92.31
V Kohli,Abhishek Sharma,12,0,120
V Kohli,Akash Singh,6,1,150
V Kohli,Arshad Khan,24,0,218.18
V Kohli,Arshdeep Singh,20,0,200
V Kohli,Avesh Khan,18,0,163.64
V Kohli,B Kumar,34,1,178.95
V Kohli,C Green,2,0,100
